order_number,center_id,city,model,diopter,cyl,qty,order_date,ship_date,delivery_date,freight_mode
584231,ELW,Warmond,PC580,21.0,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,22.0,NA,2,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,22.5,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,24.5,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,28.0,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,28.5,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584598,ELW,Warmond,PC580,13.5,NA,1,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,15.5,NA,2,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,17.5,NA,1,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,18.5,NA,1,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,19.5,NA,1,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,20.5,NA,1,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,22.0,NA,1,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,22.5,NA,2,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,24.5,NA,2,19-09-25,19-09-25,19-09-25,RUSH
584598,ELW,Warmond,PC580,26.0,NA,1,19-09-25,19-09-25,19-09-25,RUSH
585186,ELW,Warmond,PC580,17.5,NA,2,30-09-25,30-09-25,30-09-25,RUSH
585186,ELW,Warmond,PC580,18.0,NA,2,30-09-25,30-09-25,30-09-25,RUSH
585186,ELW,Warmond,PC580,18.5,NA,1,30-09-25,30-09-25,30-09-25,RUSH
585186,ELW,Warmond,PC580,19.5,NA,2,30-09-25,30-09-25,30-09-25,RUSH
585186,ELW,Warmond,PC580,20.0,NA,1,30-09-25,30-09-25,30-09-25,RUSH
585186,ELW,Warmond,PC580,22.5,NA,1,30-09-25,30-09-25,30-09-25,RUSH
585186,ELW,Warmond,PC580,23.5,NA,2,30-09-25,30-09-25,30-09-25,RUSH
585186,ELW,Warmond,PC580,28.0,NA,1,30-09-25,30-09-25,30-09-25,RUSH
585186,ELW,Warmond,PC580,29.5,NA,1,30-09-25,30-09-25,30-09-25,RUSH
